1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
chr22:16054712:16054713	2	0	0	0	2	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	5	2	1	1	2	1	0	0	0	0	1	1	1	0	1	1	2	2	2	2	0	0	2	2	6	4	1	1	11	9	5	3	1	1	2	1	9	4	5	4
chr22:16059001:16059002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr22:16060841:16060842	15	9	10	4	5	5	7	2	0	0	0	0	31	27	16	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	9	7	4	13	10	15	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	14	1	1	16	10	3	2	7	7	1	1	14	11	3	2
chr22:16074920:16074921	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	3	3	0	0
chr22:16086911:16086912	1	0	2	0	0	0	0	0	1	1	2	0	0	0	2	1	1	0	3	0	0	0	0	0	1	1	1	0	1	0	2	0	0	0	0	0	4	4	4	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	0	0	0	0	0	1	1	0	0
chr22:16086959:16086960	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0
chr22:16088055:16088056	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr22:16091798:16091799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr22:16096131:16096132	26	18	15	12	17	17	24	16	0	0	0	0	49	32	24	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	19	20	16	18	14	32	25	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	46	39	1	1	8	8	5	5	27	19	4	3	28	18	5	2
chr22:16096136:16096137	26	18	15	12	17	16	24	20	0	0	0	0	50	40	24	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	22	20	16	18	17	32	26	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	47	37	1	1	8	5	5	5	27	21	4	3	28	18	5	2
chr22:16096154:16096155	26	20	16	13	17	11	24	22	0	0	0	0	50	41	25	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	17	20	10	18	10	32	23	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	47	35	1	1	8	7	5	5	27	15	4	0	28	14	5	4
chr22:16096177:16096178	26	21	16	11	17	17	24	24	0	0	0	0	50	49	25	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	22	20	19	18	12	32	29	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	47	39	1	1	8	7	5	5	27	26	4	4	28	24	5	4
chr22:16096306:16096307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr22:16096325:16096326	22	16	13	6	5	4	6	4	7	5	13	8	56	49	33	23	12	9	12	8	6	4	8	4	3	1	4	2	0	0	3	0	10	6	9	6	31	16	15	9	23	14	12	8	2	1	5	4	5	3	2	2	5	5	2	2	12	9	1	0	11	9	4	2	26	21	7	3	6	2	2	1	27	16	6	3
chr22:16096348:16096349	22	16	13	10	5	4	6	3	7	5	13	9	56	45	32	29	12	5	12	11	6	5	8	2	3	3	4	3	0	0	3	0	10	8	9	4	31	21	15	10	23	18	12	7	2	1	5	3	5	4	2	2	5	5	2	2	12	8	1	0	11	8	4	3	26	19	7	5	6	4	2	2	27	18	6	4
chr22:16096359:16096360	22	17	13	13	5	4	6	3	7	4	13	10	56	47	32	22	12	9	12	9	6	6	8	6	3	2	4	4	0	0	3	0	10	9	9	7	31	22	15	9	23	14	12	10	2	1	5	3	5	4	2	2	5	5	2	2	12	8	1	1	11	7	4	2	26	19	7	4	6	5	2	1	27	18	6	4
chr22:16096362:16096363	22	19	13	13	5	5	6	6	7	5	13	12	56	47	32	30	12	5	12	7	6	6	8	5	3	2	4	4	0	0	3	0	10	10	9	7	31	29	15	12	23	21	12	12	2	2	4	4	5	4	2	2	5	5	2	2	12	12	1	1	11	10	4	4	25	24	7	6	6	5	2	2	27	26	6	6
chr22:16097137:16097138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
chr22:16097746:16097747	9	8	4	4	8	8	10	10	15	15	5	5	25	24	9	7	4	4	4	4	2	2	2	2	0	0	1	0	0	0	2	2	0	0	1	1	25	24	12	10	14	14	22	22	0	0	7	7	3	3	0	0	2	2	2	2	1	1	0	0	17	15	5	5	20	14	1	1	9	8	3	3	33	33	3	3
chr22:16097754:16097755	9	8	4	4	8	6	10	9	15	15	5	4	26	23	10	10	4	4	4	4	2	0	2	2	0	0	1	1	0	0	2	2	0	0	1	1	25	24	12	10	13	12	22	20	0	0	7	7	3	2	0	0	2	2	2	1	1	1	0	0	17	17	5	4	20	18	1	1	9	9	3	3	33	30	3	3
chr22:16097761:16097762	9	9	4	4	8	8	10	10	15	12	5	4	26	23	12	8	4	4	4	4	2	2	2	2	0	0	1	1	0	0	2	1	0	0	1	1	25	21	12	8	14	14	22	19	0	0	7	7	3	2	0	0	2	2	2	0	1	0	0	0	17	15	5	5	20	15	1	1	9	8	3	3	33	29	3	3
chr22:16097784:16097785	9	9	4	4	8	8	10	10	15	15	5	5	26	25	12	11	4	4	4	4	2	2	2	1	0	0	1	0	0	0	2	2	0	0	1	1	25	25	12	11	13	13	22	22	0	0	7	7	3	3	0	0	2	2	2	2	1	1	0	0	17	15	5	5	20	19	1	1	9	9	3	3	33	33	3	3
chr22:16105676:16105677	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr22:16106730:16106731	36	31	28	22	18	10	19	17	51	47	40	30	56	50	33	29	15	12	27	25	16	15	17	15	7	5	7	6	7	5	5	4	24	19	45	43	74	61	65	53	11	9	24	20	8	6	19	18	7	6	4	4	12	11	7	6	9	8	7	3	52	41	16	15	50	39	16	14	21	16	19	17	31	29	22	14
chr22:16106741:16106742	35	32	29	24	18	13	19	18	51	50	40	32	56	51	33	31	15	14	27	23	15	15	17	16	7	7	7	6	7	6	5	5	25	25	44	42	73	69	65	59	11	11	24	22	8	8	18	18	7	7	4	4	12	11	7	6	9	9	7	6	52	42	16	14	49	47	16	15	21	18	19	18	31	28	22	18
chr22:16108132:16108133	16	14	11	8	9	9	9	6	0	0	0	0	43	40	12	12	1	0	0	0	1	0	0	0	2	2	1	1	2	0	0	0	9	7	7	7	7	6	5	3	9	5	9	4	5	5	20	20	1	1	1	1	12	12	1	0	12	12	0	0	34	25	2	2	33	26	0	0	16	14	0	0	68	62	2	2
