chromosome	position	control_type	bs_c	bs_total	oxbs_c	oxbs_total
Lambda_ctrl	22924	C	8	356	1	338
Lambda_ctrl	22928	C	6	356	0	336
Lambda_ctrl	22933	C	6	354	0	338
Lambda_ctrl	22938	C	7	356	1	339
Lambda_ctrl	22939	C	6	356	1	339
Lambda_ctrl	22944	C	4	356	0	339
Lambda_ctrl	22946	C	5	356	1	339
Lambda_ctrl	22953	C	5	356	1	339
Lambda_ctrl	22954	C	6	356	0	339
Lambda_ctrl	22963	C	6	355	1	339
Lambda_ctrl	22964	C	8	356	2	339
Lambda_ctrl	22970	C	8	356	0	338
Lambda_ctrl	22985	C	7	358	0	339
Lambda_ctrl	22987	C	6	358	0	339
Lambda_ctrl	22991	C	6	358	0	339
Lambda_ctrl	22994	C	8	358	1	339
Lambda_ctrl	22997	C	6	358	0	339
Lambda_ctrl	23002	C	6	358	1	339
Lambda_ctrl	23004	C	8	358	3	339
Lambda_ctrl	23005	C	7	357	0	339
Lambda_ctrl	23021	C	7	357	1	339
Lambda_ctrl	23024	C	6	357	1	339
Lambda_ctrl	23030	C	8	356	1	339
Lambda_ctrl	23033	C	7	356	0	339
Lambda_ctrl	23054	C	6	355	0	339
Lambda_ctrl	23075	C	6	342	0	324
Lambda_ctrl	23789	5hmC	2406	2514	20	171
Lambda_ctrl	23794	5hmC	2480	2600	20	233
Lambda_ctrl	23798	5hmC	2480	2643	30	237
Lambda_ctrl	23817	5hmC	2440	2649	23	238
Lambda_ctrl	23823	5hmC	2476	2650	28	238
Lambda_ctrl	23827	5hmC	2465	2650	25	238
Lambda_ctrl	23837	5hmC	2484	2650	28	238
Lambda_ctrl	23843	5hmC	2472	2652	31	238
Lambda_ctrl	23855	5hmC	2478	2652	24	238
Lambda_ctrl	23860	5hmC	2477	2652	25	238
Lambda_ctrl	23863	5hmC	2494	2653	28	237
Lambda_ctrl	23871	5hmC	2500	2653	32	238
Lambda_ctrl	23877	5hmC	2500	2651	27	238
Lambda_ctrl	23885	5hmC	2451	2652	23	238
Lambda_ctrl	23893	5hmC	2477	2651	27	232
Lambda_ctrl	23896	5hmC	2442	2652	23	238
Lambda_ctrl	23900	5hmC	2198	2652	28	236
Lambda_ctrl	23901	5hmC	2312	2651	21	236
Lambda_ctrl	23902	5hmC	2363	2652	18	236
Lambda_ctrl	23916	5hmC	2488	2650	27	229
Lambda_ctrl	23923	5hmC	2533	2647	25	229
Lambda_ctrl	23925	5hmC	2532	2647	23	229
Lambda_ctrl	23927	5hmC	2469	2647	25	229
Lambda_ctrl	23928	5hmC	2550	2646	27	229
Lambda_ctrl	23943	5hmC	2474	2637	25	225
Lambda_ctrl	23947	5hmC	2457	2624	23	222
Lambda_ctrl	23954	5hmC	2313	2534	15	175
Lambda_ctrl	47359	5mC	2524	2558	2589	2661
Lambda_ctrl	47367	5mC	2552	2616	2655	2708
Lambda_ctrl	47377	5mC	2552	2618	2654	2713
Lambda_ctrl	47387	5mC	2557	2618	2658	2715
Lambda_ctrl	47392	5mC	2541	2619	2633	2715
Lambda_ctrl	47394	5mC	2548	2619	2668	2715
Lambda_ctrl	47398	5mC	2550	2621	2644	2715
Lambda_ctrl	47404	5mC	2554	2621	2653	2716
Lambda_ctrl	47409	5mC	2561	2621	2641	2715
Lambda_ctrl	47411	5mC	2562	2620	2655	2716
Lambda_ctrl	47413	5mC	2567	2621	2646	2716
Lambda_ctrl	47419	5mC	2546	2620	2643	2716
Lambda_ctrl	47428	5mC	2541	2621	2644	2716
Lambda_ctrl	47440	5mC	2577	2621	2660	2716
Lambda_ctrl	47443	5mC	2566	2621	2668	2716
Lambda_ctrl	47444	5mC	2553	2621	2642	2716
Lambda_ctrl	47449	5mC	2561	2619	2663	2714
Lambda_ctrl	47450	5mC	2581	2620	2661	2716
Lambda_ctrl	47461	5mC	2556	2619	2650	2715
Lambda_ctrl	47462	5mC	2556	2619	2655	2715
Lambda_ctrl	47465	5mC	2551	2618	2663	2715
Lambda_ctrl	47466	5mC	2539	2618	2655	2714
Lambda_ctrl	47475	5mC	2550	2618	2662	2715
Lambda_ctrl	47481	5mC	2551	2616	2645	2714
Lambda_ctrl	47483	5mC	2563	2617	2644	2714
Lambda_ctrl	47492	5mC	2557	2616	2645	2715
Lambda_ctrl	47498	5mC	2549	2615	2638	2715
Lambda_ctrl	47507	5mC	2527	2612	2646	2711
Lambda_ctrl	47512	5mC	2535	2595	2645	2700
Lambda_ctrl	47516	5mC	2542	2609	2639	2710
Lambda_ctrl	47521	5mC	2526	2597	2620	2698
Lambda_ctrl	47525	5mC	2517	2583	2599	2674
Lambda_ctrl	47526	5mC	2533	2599	2624	2689
Lambda_ctrl	47528	5mC	2511	2581	2614	2695
Lambda_ctrl	47529	5mC	2511	2583	2616	2698
