chromosome	position	control_type	bs_c	bs_total	oxbs_c	oxbs_total
Lambda_ctrl	22924	C	4	298	0	444
Lambda_ctrl	22928	C	3	296	0	444
Lambda_ctrl	22933	C	3	298	0	443
Lambda_ctrl	22938	C	5	298	0	443
Lambda_ctrl	22939	C	4	298	0	444
Lambda_ctrl	22944	C	3	298	0	444
Lambda_ctrl	22946	C	3	298	0	444
Lambda_ctrl	22953	C	3	298	0	444
Lambda_ctrl	22954	C	5	298	0	444
Lambda_ctrl	22963	C	4	298	0	445
Lambda_ctrl	22964	C	3	298	3	445
Lambda_ctrl	22970	C	3	299	1	444
Lambda_ctrl	22985	C	4	300	3	445
Lambda_ctrl	22987	C	4	300	0	445
Lambda_ctrl	22991	C	4	300	2	445
Lambda_ctrl	22994	C	3	300	0	445
Lambda_ctrl	22997	C	5	300	1	445
Lambda_ctrl	23002	C	3	300	2	444
Lambda_ctrl	23004	C	3	300	2	444
Lambda_ctrl	23005	C	3	300	1	442
Lambda_ctrl	23021	C	4	300	1	444
Lambda_ctrl	23024	C	4	300	0	444
Lambda_ctrl	23030	C	4	300	2	444
Lambda_ctrl	23033	C	4	300	0	444
Lambda_ctrl	23054	C	4	300	1	443
Lambda_ctrl	23075	C	3	286	1	421
Lambda_ctrl	23789	5hmC	2496	2618	25	242
Lambda_ctrl	23794	5hmC	2564	2713	25	301
Lambda_ctrl	23798	5hmC	2583	2744	35	309
Lambda_ctrl	23817	5hmC	2607	2760	27	310
Lambda_ctrl	23823	5hmC	2606	2762	34	310
Lambda_ctrl	23827	5hmC	2631	2762	27	311
Lambda_ctrl	23837	5hmC	2593	2764	35	312
Lambda_ctrl	23843	5hmC	2619	2764	27	312
Lambda_ctrl	23855	5hmC	2588	2764	34	312
Lambda_ctrl	23860	5hmC	2604	2763	29	310
Lambda_ctrl	23863	5hmC	2616	2765	40	312
Lambda_ctrl	23871	5hmC	2610	2765	39	311
Lambda_ctrl	23877	5hmC	2593	2765	33	311
Lambda_ctrl	23885	5hmC	2525	2764	24	311
Lambda_ctrl	23893	5hmC	2592	2764	28	299
Lambda_ctrl	23896	5hmC	2556	2764	29	310
Lambda_ctrl	23900	5hmC	2330	2764	18	310
Lambda_ctrl	23901	5hmC	2388	2763	28	310
Lambda_ctrl	23902	5hmC	2469	2764	34	310
Lambda_ctrl	23916	5hmC	2603	2760	36	303
Lambda_ctrl	23923	5hmC	2658	2756	22	303
Lambda_ctrl	23925	5hmC	2621	2752	25	303
Lambda_ctrl	23927	5hmC	2572	2756	29	303
Lambda_ctrl	23928	5hmC	2635	2755	32	303
Lambda_ctrl	23943	5hmC	2597	2745	34	301
Lambda_ctrl	23947	5hmC	2567	2734	31	297
Lambda_ctrl	23954	5hmC	2452	2650	18	226
Lambda_ctrl	47359	5mC	2726	2778	2675	2741
Lambda_ctrl	47367	5mC	2790	2851	2746	2807
Lambda_ctrl	47377	5mC	2796	2853	2748	2808
Lambda_ctrl	47387	5mC	2780	2854	2744	2810
Lambda_ctrl	47392	5mC	2796	2854	2740	2810
Lambda_ctrl	47394	5mC	2811	2855	2739	2810
Lambda_ctrl	47398	5mC	2779	2856	2730	2811
Lambda_ctrl	47404	5mC	2791	2858	2750	2811
Lambda_ctrl	47409	5mC	2786	2860	2747	2810
Lambda_ctrl	47411	5mC	2793	2860	2722	2810
Lambda_ctrl	47413	5mC	2794	2860	2742	2811
Lambda_ctrl	47419	5mC	2784	2860	2738	2811
Lambda_ctrl	47428	5mC	2775	2860	2734	2812
Lambda_ctrl	47440	5mC	2808	2860	2763	2812
Lambda_ctrl	47443	5mC	2786	2858	2748	2812
Lambda_ctrl	47444	5mC	2795	2859	2745	2811
Lambda_ctrl	47449	5mC	2807	2858	2764	2811
Lambda_ctrl	47450	5mC	2808	2858	2765	2812
Lambda_ctrl	47461	5mC	2797	2859	2734	2812
Lambda_ctrl	47462	5mC	2780	2859	2738	2812
Lambda_ctrl	47465	5mC	2778	2858	2752	2811
Lambda_ctrl	47466	5mC	2783	2859	2749	2811
Lambda_ctrl	47475	5mC	2787	2858	2759	2811
Lambda_ctrl	47481	5mC	2774	2859	2742	2811
Lambda_ctrl	47483	5mC	2784	2859	2766	2811
Lambda_ctrl	47492	5mC	2792	2856	2748	2807
Lambda_ctrl	47498	5mC	2791	2857	2727	2807
Lambda_ctrl	47507	5mC	2783	2849	2731	2804
Lambda_ctrl	47512	5mC	2774	2843	2732	2795
Lambda_ctrl	47516	5mC	2786	2852	2731	2802
Lambda_ctrl	47521	5mC	2768	2834	2708	2789
Lambda_ctrl	47525	5mC	2760	2826	2715	2786
Lambda_ctrl	47526	5mC	2773	2838	2719	2792
Lambda_ctrl	47528	5mC	2762	2831	2724	2785
Lambda_ctrl	47529	5mC	2745	2832	2724	2788
