chromosome	position	control_type	bs_c	bs_total	oxbs_c	oxbs_total
Lambda_ctrl	22924	C	4	361	1	389
Lambda_ctrl	22928	C	3	361	0	386
Lambda_ctrl	22933	C	4	361	0	389
Lambda_ctrl	22938	C	3	361	2	389
Lambda_ctrl	22939	C	3	361	0	389
Lambda_ctrl	22944	C	3	361	2	389
Lambda_ctrl	22946	C	3	361	1	389
Lambda_ctrl	22953	C	4	361	1	389
Lambda_ctrl	22954	C	3	361	2	389
Lambda_ctrl	22963	C	4	361	1	389
Lambda_ctrl	22964	C	3	361	1	389
Lambda_ctrl	22970	C	5	361	0	389
Lambda_ctrl	22985	C	4	361	0	391
Lambda_ctrl	22987	C	4	363	0	391
Lambda_ctrl	22991	C	5	363	0	391
Lambda_ctrl	22994	C	3	363	2	391
Lambda_ctrl	22997	C	3	363	1	391
Lambda_ctrl	23002	C	3	362	1	391
Lambda_ctrl	23004	C	6	362	2	391
Lambda_ctrl	23005	C	3	362	0	391
Lambda_ctrl	23021	C	4	362	3	391
Lambda_ctrl	23024	C	5	362	1	391
Lambda_ctrl	23030	C	3	362	2	391
Lambda_ctrl	23033	C	4	362	0	391
Lambda_ctrl	23054	C	3	362	2	390
Lambda_ctrl	23075	C	5	349	3	368
Lambda_ctrl	23789	5hmC	2406	2519	37	361
Lambda_ctrl	23794	5hmC	2426	2583	53	437
Lambda_ctrl	23798	5hmC	2432	2609	51	439
Lambda_ctrl	23817	5hmC	2474	2615	56	443
Lambda_ctrl	23823	5hmC	2452	2617	47	443
Lambda_ctrl	23827	5hmC	2473	2617	57	442
Lambda_ctrl	23837	5hmC	2438	2617	55	443
Lambda_ctrl	23843	5hmC	2473	2617	51	443
Lambda_ctrl	23855	5hmC	2466	2616	54	442
Lambda_ctrl	23860	5hmC	2478	2616	66	442
Lambda_ctrl	23863	5hmC	2490	2616	54	443
Lambda_ctrl	23871	5hmC	2460	2616	65	443
Lambda_ctrl	23877	5hmC	2458	2617	52	442
Lambda_ctrl	23885	5hmC	2396	2616	51	443
Lambda_ctrl	23893	5hmC	2466	2616	40	436
Lambda_ctrl	23896	5hmC	2443	2616	47	443
Lambda_ctrl	23900	5hmC	2128	2615	57	443
Lambda_ctrl	23901	5hmC	2268	2615	40	442
Lambda_ctrl	23902	5hmC	2329	2616	51	443
Lambda_ctrl	23916	5hmC	2470	2614	54	434
Lambda_ctrl	23923	5hmC	2524	2610	44	432
Lambda_ctrl	23925	5hmC	2493	2611	43	431
Lambda_ctrl	23927	5hmC	2440	2609	54	433
Lambda_ctrl	23928	5hmC	2499	2610	41	433
Lambda_ctrl	23943	5hmC	2448	2595	46	429
Lambda_ctrl	23947	5hmC	2418	2588	47	425
Lambda_ctrl	23954	5hmC	2332	2528	41	349
Lambda_ctrl	47359	5mC	2060	2096	1813	1856
Lambda_ctrl	47367	5mC	2087	2139	1854	1899
Lambda_ctrl	47377	5mC	2095	2140	1864	1904
Lambda_ctrl	47387	5mC	2094	2140	1873	1905
Lambda_ctrl	47392	5mC	2094	2140	1864	1905
Lambda_ctrl	47394	5mC	2091	2141	1858	1905
Lambda_ctrl	47398	5mC	2078	2141	1852	1906
Lambda_ctrl	47404	5mC	2103	2141	1863	1907
Lambda_ctrl	47409	5mC	2081	2141	1849	1906
Lambda_ctrl	47411	5mC	2091	2139	1861	1907
Lambda_ctrl	47413	5mC	2086	2141	1861	1907
Lambda_ctrl	47419	5mC	2074	2141	1857	1907
Lambda_ctrl	47428	5mC	2089	2141	1854	1907
Lambda_ctrl	47440	5mC	2099	2139	1883	1907
Lambda_ctrl	47443	5mC	2089	2140	1854	1908
Lambda_ctrl	47444	5mC	2066	2140	1864	1907
Lambda_ctrl	47449	5mC	2092	2138	1878	1907
Lambda_ctrl	47450	5mC	2095	2140	1880	1907
Lambda_ctrl	47461	5mC	2093	2139	1859	1906
Lambda_ctrl	47462	5mC	2103	2140	1864	1906
Lambda_ctrl	47465	5mC	2095	2140	1865	1906
Lambda_ctrl	47466	5mC	2097	2139	1877	1906
Lambda_ctrl	47475	5mC	2097	2140	1869	1906
Lambda_ctrl	47481	5mC	2076	2140	1862	1904
Lambda_ctrl	47483	5mC	2094	2139	1853	1904
Lambda_ctrl	47492	5mC	2079	2139	1856	1904
Lambda_ctrl	47498	5mC	2080	2139	1862	1904
Lambda_ctrl	47507	5mC	2077	2134	1853	1895
Lambda_ctrl	47512	5mC	2093	2129	1841	1891
Lambda_ctrl	47516	5mC	2087	2137	1850	1901
Lambda_ctrl	47521	5mC	2050	2126	1851	1893
Lambda_ctrl	47525	5mC	2071	2125	1830	1877
Lambda_ctrl	47526	5mC	2076	2128	1841	1887
Lambda_ctrl	47528	5mC	2057	2122	1833	1885
Lambda_ctrl	47529	5mC	2065	2118	1844	1888
