chromosome	position	control_type	bs_c	bs_total	oxbs_c	oxbs_total
Lambda_ctrl	22924	C	48	2686	8	2461
Lambda_ctrl	22928	C	52	2672	15	2454
Lambda_ctrl	22933	C	43	2690	13	2464
Lambda_ctrl	22938	C	49	2689	10	2465
Lambda_ctrl	22939	C	43	2691	7	2466
Lambda_ctrl	22944	C	43	2690	7	2466
Lambda_ctrl	22946	C	53	2690	9	2468
Lambda_ctrl	22953	C	50	2690	2	2469
Lambda_ctrl	22954	C	37	2690	6	2470
Lambda_ctrl	22963	C	49	2693	14	2470
Lambda_ctrl	22964	C	45	2693	7	2471
Lambda_ctrl	22970	C	54	2686	30	2466
Lambda_ctrl	22985	C	57	2701	27	2479
Lambda_ctrl	22987	C	47	2701	13	2486
Lambda_ctrl	22991	C	42	2701	6	2483
Lambda_ctrl	22994	C	45	2698	17	2481
Lambda_ctrl	22997	C	50	2692	20	2472
Lambda_ctrl	23002	C	46	2692	16	2471
Lambda_ctrl	23004	C	52	2691	21	2469
Lambda_ctrl	23005	C	49	2691	5	2469
Lambda_ctrl	23021	C	59	2684	21	2461
Lambda_ctrl	23024	C	58	2685	15	2460
Lambda_ctrl	23030	C	49	2685	5	2459
Lambda_ctrl	23033	C	45	2682	5	2458
Lambda_ctrl	23054	C	41	2672	7	2446
Lambda_ctrl	23075	C	39	2566	3	2351
Lambda_ctrl	23789	5hmC	19111	20255	359	2407
Lambda_ctrl	23794	5hmC	20432	21690	407	2681
Lambda_ctrl	23798	5hmC	20343	21910	429	2697
Lambda_ctrl	23817	5hmC	20507	22005	409	2713
Lambda_ctrl	23823	5hmC	20382	22018	448	2714
Lambda_ctrl	23827	5hmC	20478	22035	403	2712
Lambda_ctrl	23837	5hmC	20537	22037	428	2714
Lambda_ctrl	23843	5hmC	20628	22051	413	2717
Lambda_ctrl	23855	5hmC	20515	22049	467	2718
Lambda_ctrl	23860	5hmC	20570	22052	447	2716
Lambda_ctrl	23863	5hmC	20576	22054	462	2713
Lambda_ctrl	23871	5hmC	20646	22059	444	2718
Lambda_ctrl	23877	5hmC	20515	22068	422	2714
Lambda_ctrl	23885	5hmC	20072	22048	394	2719
Lambda_ctrl	23893	5hmC	20148	21975	375	2658
Lambda_ctrl	23896	5hmC	20272	22055	427	2715
Lambda_ctrl	23900	5hmC	18078	22057	404	2709
Lambda_ctrl	23901	5hmC	18893	22053	393	2702
Lambda_ctrl	23902	5hmC	19529	22065	430	2707
Lambda_ctrl	23916	5hmC	20516	22035	426	2679
Lambda_ctrl	23923	5hmC	21007	22027	386	2667
Lambda_ctrl	23925	5hmC	20912	22022	394	2674
Lambda_ctrl	23927	5hmC	20540	22018	415	2675
Lambda_ctrl	23928	5hmC	21019	22023	425	2675
Lambda_ctrl	23943	5hmC	20654	21996	424	2665
Lambda_ctrl	23947	5hmC	20493	21953	398	2662
Lambda_ctrl	23954	5hmC	18832	20504	359	2366
Lambda_ctrl	47359	5mC	41942	43009	39057	40034
Lambda_ctrl	47367	5mC	43648	44695	40264	41236
Lambda_ctrl	47377	5mC	43429	44710	40200	41306
Lambda_ctrl	47387	5mC	43742	44732	40444	41333
Lambda_ctrl	47392	5mC	43279	44724	40173	41342
Lambda_ctrl	47394	5mC	43605	44747	40399	41364
Lambda_ctrl	47398	5mC	43519	44757	40242	41378
Lambda_ctrl	47404	5mC	43439	44760	40191	41382
Lambda_ctrl	47409	5mC	43514	44764	40183	41385
Lambda_ctrl	47411	5mC	43526	44754	40301	41392
Lambda_ctrl	47413	5mC	43486	44772	40241	41402
Lambda_ctrl	47419	5mC	43332	44766	40167	41396
Lambda_ctrl	47428	5mC	43356	44791	40233	41416
Lambda_ctrl	47440	5mC	43489	44798	40296	41423
Lambda_ctrl	47443	5mC	43468	44804	40213	41422
Lambda_ctrl	47444	5mC	43288	44798	40012	41419
Lambda_ctrl	47449	5mC	43495	44775	40311	41415
Lambda_ctrl	47450	5mC	43765	44796	40423	41429
Lambda_ctrl	47461	5mC	43692	44787	40429	41424
Lambda_ctrl	47462	5mC	42987	44773	39769	41410
Lambda_ctrl	47465	5mC	43266	44790	40066	41422
Lambda_ctrl	47466	5mC	43328	44784	40108	41411
Lambda_ctrl	47475	5mC	43390	44773	40190	41410
Lambda_ctrl	47481	5mC	43081	44756	39850	41405
Lambda_ctrl	47483	5mC	43338	44745	39984	41386
Lambda_ctrl	47492	5mC	43697	44760	40437	41392
Lambda_ctrl	47498	5mC	43514	44759	40293	41391
Lambda_ctrl	47507	5mC	43565	44738	40289	41378
Lambda_ctrl	47512	5mC	43640	44724	40397	41366
Lambda_ctrl	47516	5mC	43515	44718	40268	41342
Lambda_ctrl	47521	5mC	43343	44686	40075	41283
Lambda_ctrl	47525	5mC	43589	44634	40154	41169
Lambda_ctrl	47526	5mC	43418	44607	40100	41145
Lambda_ctrl	47528	5mC	43266	44458	39721	40863
Lambda_ctrl	47529	5mC	42941	44114	39374	40505
