chromosome	position	control_type	bs_c	bs_total	oxbs_c	oxbs_total
Lambda_ctrl	22924	C	3	516	0	95
Lambda_ctrl	22928	C	5	514	0	95
Lambda_ctrl	22933	C	2	517	0	95
Lambda_ctrl	22938	C	3	517	0	95
Lambda_ctrl	22939	C	2	517	0	95
Lambda_ctrl	22944	C	2	517	0	95
Lambda_ctrl	22946	C	2	517	1	95
Lambda_ctrl	22953	C	1	517	0	95
Lambda_ctrl	22954	C	3	517	0	96
Lambda_ctrl	22963	C	3	516	0	97
Lambda_ctrl	22964	C	3	517	0	97
Lambda_ctrl	22970	C	2	517	0	97
Lambda_ctrl	22985	C	3	516	0	97
Lambda_ctrl	22987	C	5	516	0	97
Lambda_ctrl	22991	C	2	516	0	97
Lambda_ctrl	22994	C	3	514	0	97
Lambda_ctrl	22997	C	6	514	1	96
Lambda_ctrl	23002	C	2	513	0	94
Lambda_ctrl	23004	C	3	514	0	94
Lambda_ctrl	23005	C	2	514	0	94
Lambda_ctrl	23021	C	4	515	0	93
Lambda_ctrl	23024	C	4	515	0	94
Lambda_ctrl	23030	C	3	515	1	94
Lambda_ctrl	23033	C	3	515	1	94
Lambda_ctrl	23054	C	1	507	0	94
Lambda_ctrl	23075	C	2	492	0	89
Lambda_ctrl	23789	5hmC	5393	5654	54	221
Lambda_ctrl	23794	5hmC	5543	5838	65	239
Lambda_ctrl	23798	5hmC	5498	5883	57	243
Lambda_ctrl	23817	5hmC	5552	5903	65	244
Lambda_ctrl	23823	5hmC	5519	5904	62	244
Lambda_ctrl	23827	5hmC	5550	5907	56	244
Lambda_ctrl	23837	5hmC	5531	5909	60	244
Lambda_ctrl	23843	5hmC	5595	5909	62	243
Lambda_ctrl	23855	5hmC	5542	5913	64	244
Lambda_ctrl	23860	5hmC	5525	5912	70	244
Lambda_ctrl	23863	5hmC	5567	5911	65	244
Lambda_ctrl	23871	5hmC	5540	5912	64	245
Lambda_ctrl	23877	5hmC	5541	5913	63	245
Lambda_ctrl	23885	5hmC	5403	5910	62	244
Lambda_ctrl	23893	5hmC	5531	5908	58	238
Lambda_ctrl	23896	5hmC	5471	5909	60	243
Lambda_ctrl	23900	5hmC	4862	5910	62	242
Lambda_ctrl	23901	5hmC	5096	5906	59	242
Lambda_ctrl	23902	5hmC	5268	5909	62	242
Lambda_ctrl	23916	5hmC	5566	5903	61	235
Lambda_ctrl	23923	5hmC	5638	5897	60	235
Lambda_ctrl	23925	5hmC	5626	5897	61	234
Lambda_ctrl	23927	5hmC	5543	5899	64	234
Lambda_ctrl	23928	5hmC	5669	5901	63	234
Lambda_ctrl	23943	5hmC	5539	5886	64	235
Lambda_ctrl	23947	5hmC	5484	5887	56	232
Lambda_ctrl	23954	5hmC	5281	5746	54	209
Lambda_ctrl	47359	5mC	4954	5068	5193	5304
Lambda_ctrl	47367	5mC	5094	5209	5300	5422
Lambda_ctrl	47377	5mC	5077	5211	5284	5427
Lambda_ctrl	47387	5mC	5091	5211	5341	5426
Lambda_ctrl	47392	5mC	5079	5214	5288	5426
Lambda_ctrl	47394	5mC	5092	5215	5290	5426
Lambda_ctrl	47398	5mC	5066	5218	5292	5432
Lambda_ctrl	47404	5mC	5084	5219	5316	5434
Lambda_ctrl	47409	5mC	5078	5219	5290	5434
Lambda_ctrl	47411	5mC	5088	5218	5298	5435
Lambda_ctrl	47413	5mC	5078	5220	5299	5434
Lambda_ctrl	47419	5mC	5099	5218	5280	5434
Lambda_ctrl	47428	5mC	5079	5218	5295	5439
Lambda_ctrl	47440	5mC	5107	5224	5337	5442
Lambda_ctrl	47443	5mC	5072	5224	5302	5443
Lambda_ctrl	47444	5mC	5082	5224	5296	5443
Lambda_ctrl	47449	5mC	5108	5225	5324	5442
Lambda_ctrl	47450	5mC	5114	5225	5328	5442
Lambda_ctrl	47461	5mC	5100	5224	5301	5443
Lambda_ctrl	47462	5mC	5090	5223	5321	5445
Lambda_ctrl	47465	5mC	5054	5222	5295	5443
Lambda_ctrl	47466	5mC	5088	5222	5320	5444
Lambda_ctrl	47475	5mC	5090	5222	5297	5443
Lambda_ctrl	47481	5mC	5058	5219	5286	5442
Lambda_ctrl	47483	5mC	5085	5220	5325	5441
Lambda_ctrl	47492	5mC	5113	5219	5323	5441
Lambda_ctrl	47498	5mC	5063	5213	5322	5438
Lambda_ctrl	47507	5mC	5068	5211	5287	5434
Lambda_ctrl	47512	5mC	5082	5202	5296	5431
Lambda_ctrl	47516	5mC	5052	5203	5271	5426
Lambda_ctrl	47521	5mC	5045	5204	5279	5432
Lambda_ctrl	47525	5mC	5055	5193	5269	5424
Lambda_ctrl	47526	5mC	5049	5188	5288	5425
Lambda_ctrl	47528	5mC	5040	5173	5252	5411
Lambda_ctrl	47529	5mC	5003	5162	5250	5399
