chromosome	position	control_type	bs_c	bs_total	oxbs_c	oxbs_total
Lambda_ctrl	22924	C	0	167	0	394
Lambda_ctrl	22928	C	0	166	1	391
Lambda_ctrl	22933	C	1	167	0	394
Lambda_ctrl	22938	C	2	167	0	394
Lambda_ctrl	22939	C	1	167	0	394
Lambda_ctrl	22944	C	2	167	1	394
Lambda_ctrl	22946	C	1	167	0	394
Lambda_ctrl	22953	C	1	167	0	394
Lambda_ctrl	22954	C	1	167	1	394
Lambda_ctrl	22963	C	2	167	0	395
Lambda_ctrl	22964	C	1	167	3	395
Lambda_ctrl	22970	C	1	167	2	395
Lambda_ctrl	22985	C	2	166	1	395
Lambda_ctrl	22987	C	1	167	0	396
Lambda_ctrl	22991	C	1	167	0	396
Lambda_ctrl	22994	C	0	167	0	396
Lambda_ctrl	22997	C	1	166	1	395
Lambda_ctrl	23002	C	1	166	2	394
Lambda_ctrl	23004	C	2	166	3	394
Lambda_ctrl	23005	C	0	165	0	394
Lambda_ctrl	23021	C	1	162	1	392
Lambda_ctrl	23024	C	1	162	3	393
Lambda_ctrl	23030	C	1	162	1	393
Lambda_ctrl	23033	C	1	161	1	393
Lambda_ctrl	23054	C	1	161	1	390
Lambda_ctrl	23075	C	2	159	1	375
Lambda_ctrl	23789	5hmC	2785	2897	54	479
Lambda_ctrl	23794	5hmC	2881	3009	42	582
Lambda_ctrl	23798	5hmC	2878	3041	55	589
Lambda_ctrl	23817	5hmC	2878	3051	51	596
Lambda_ctrl	23823	5hmC	2866	3051	45	597
Lambda_ctrl	23827	5hmC	2883	3052	54	598
Lambda_ctrl	23837	5hmC	2875	3051	78	598
Lambda_ctrl	23843	5hmC	2886	3052	48	599
Lambda_ctrl	23855	5hmC	2869	3053	45	598
Lambda_ctrl	23860	5hmC	2867	3055	73	598
Lambda_ctrl	23863	5hmC	2889	3053	59	598
Lambda_ctrl	23871	5hmC	2885	3053	53	600
Lambda_ctrl	23877	5hmC	2864	3054	38	601
Lambda_ctrl	23885	5hmC	2829	3052	67	599
Lambda_ctrl	23893	5hmC	2870	3051	60	581
Lambda_ctrl	23896	5hmC	2823	3052	50	600
Lambda_ctrl	23900	5hmC	2527	3052	49	600
Lambda_ctrl	23901	5hmC	2689	3051	51	597
Lambda_ctrl	23902	5hmC	2753	3051	73	600
Lambda_ctrl	23916	5hmC	2906	3047	68	582
Lambda_ctrl	23923	5hmC	2943	3044	47	582
Lambda_ctrl	23925	5hmC	2928	3046	51	582
Lambda_ctrl	23927	5hmC	2867	3044	65	582
Lambda_ctrl	23928	5hmC	2926	3045	63	581
Lambda_ctrl	23943	5hmC	2887	3040	54	573
Lambda_ctrl	23947	5hmC	2837	3030	48	565
Lambda_ctrl	23954	5hmC	2685	2916	48	442
Lambda_ctrl	47359	5mC	3677	3759	3534	3604
Lambda_ctrl	47367	5mC	3780	3864	3669	3757
Lambda_ctrl	47377	5mC	3790	3869	3683	3756
Lambda_ctrl	47387	5mC	3790	3869	3668	3759
Lambda_ctrl	47392	5mC	3786	3871	3660	3762
Lambda_ctrl	47394	5mC	3771	3872	3703	3765
Lambda_ctrl	47398	5mC	3779	3874	3688	3767
Lambda_ctrl	47404	5mC	3803	3874	3677	3767
Lambda_ctrl	47409	5mC	3772	3873	3679	3767
Lambda_ctrl	47411	5mC	3782	3873	3678	3766
Lambda_ctrl	47413	5mC	3773	3874	3686	3766
Lambda_ctrl	47419	5mC	3775	3874	3659	3767
Lambda_ctrl	47428	5mC	3781	3873	3680	3768
Lambda_ctrl	47440	5mC	3810	3877	3702	3771
Lambda_ctrl	47443	5mC	3776	3877	3665	3769
Lambda_ctrl	47444	5mC	3780	3876	3655	3770
Lambda_ctrl	47449	5mC	3796	3875	3702	3770
Lambda_ctrl	47450	5mC	3814	3875	3698	3769
Lambda_ctrl	47461	5mC	3797	3875	3674	3766
Lambda_ctrl	47462	5mC	3779	3874	3686	3768
Lambda_ctrl	47465	5mC	3773	3875	3672	3767
Lambda_ctrl	47466	5mC	3789	3874	3683	3765
Lambda_ctrl	47475	5mC	3777	3875	3690	3767
Lambda_ctrl	47481	5mC	3780	3874	3661	3760
Lambda_ctrl	47483	5mC	3784	3875	3690	3763
Lambda_ctrl	47492	5mC	3795	3875	3688	3761
Lambda_ctrl	47498	5mC	3784	3875	3677	3760
Lambda_ctrl	47507	5mC	3779	3872	3664	3756
Lambda_ctrl	47512	5mC	3764	3868	3676	3754
Lambda_ctrl	47516	5mC	3776	3864	3662	3754
Lambda_ctrl	47521	5mC	3744	3861	3663	3756
Lambda_ctrl	47525	5mC	3755	3851	3667	3754
Lambda_ctrl	47526	5mC	3770	3850	3682	3751
Lambda_ctrl	47528	5mC	3728	3839	3643	3741
Lambda_ctrl	47529	5mC	3732	3830	3610	3714
