chromosome	position	control_type	bs_c	bs_total	oxbs_c	oxbs_total
Lambda_ctrl	22924	C	32	1476	4	1652
Lambda_ctrl	22928	C	31	1470	9	1641
Lambda_ctrl	22933	C	36	1478	6	1654
Lambda_ctrl	22938	C	32	1479	7	1655
Lambda_ctrl	22939	C	30	1479	9	1655
Lambda_ctrl	22944	C	37	1479	9	1655
Lambda_ctrl	22946	C	31	1479	3	1655
Lambda_ctrl	22953	C	33	1480	5	1655
Lambda_ctrl	22954	C	28	1480	5	1655
Lambda_ctrl	22963	C	32	1479	10	1656
Lambda_ctrl	22964	C	31	1481	4	1656
Lambda_ctrl	22970	C	37	1478	14	1652
Lambda_ctrl	22985	C	37	1482	10	1663
Lambda_ctrl	22987	C	33	1485	9	1664
Lambda_ctrl	22991	C	31	1484	5	1656
Lambda_ctrl	22994	C	31	1484	11	1658
Lambda_ctrl	22997	C	39	1477	11	1641
Lambda_ctrl	23002	C	32	1477	14	1641
Lambda_ctrl	23004	C	37	1475	10	1640
Lambda_ctrl	23005	C	34	1476	3	1640
Lambda_ctrl	23021	C	36	1473	16	1636
Lambda_ctrl	23024	C	33	1475	12	1636
Lambda_ctrl	23030	C	32	1473	6	1635
Lambda_ctrl	23033	C	32	1470	6	1633
Lambda_ctrl	23054	C	28	1464	5	1624
Lambda_ctrl	23075	C	29	1403	3	1540
Lambda_ctrl	23789	5hmC	18736	19625	475	1685
Lambda_ctrl	23794	5hmC	19754	20666	500	1937
Lambda_ctrl	23798	5hmC	19721	20942	536	1963
Lambda_ctrl	23817	5hmC	19802	21043	534	1977
Lambda_ctrl	23823	5hmC	19822	21060	558	1978
Lambda_ctrl	23827	5hmC	19820	21078	549	1978
Lambda_ctrl	23837	5hmC	19854	21091	521	1979
Lambda_ctrl	23843	5hmC	19917	21103	529	1979
Lambda_ctrl	23855	5hmC	19805	21101	522	1977
Lambda_ctrl	23860	5hmC	19807	21116	562	1975
Lambda_ctrl	23863	5hmC	19967	21128	525	1977
Lambda_ctrl	23871	5hmC	19854	21122	553	1978
Lambda_ctrl	23877	5hmC	19815	21118	506	1978
Lambda_ctrl	23885	5hmC	19446	21124	531	1979
Lambda_ctrl	23893	5hmC	19617	21092	527	1915
Lambda_ctrl	23896	5hmC	19629	21113	553	1977
Lambda_ctrl	23900	5hmC	17445	21111	546	1977
Lambda_ctrl	23901	5hmC	18200	21110	531	1975
Lambda_ctrl	23902	5hmC	18844	21115	521	1977
Lambda_ctrl	23916	5hmC	19834	21098	532	1965
Lambda_ctrl	23923	5hmC	20269	21092	563	1960
Lambda_ctrl	23925	5hmC	20156	21089	542	1963
Lambda_ctrl	23927	5hmC	19769	21084	530	1964
Lambda_ctrl	23928	5hmC	20356	21088	536	1964
Lambda_ctrl	23943	5hmC	19909	21045	541	1953
Lambda_ctrl	23947	5hmC	19671	20995	542	1942
Lambda_ctrl	23954	5hmC	18653	20235	494	1614
Lambda_ctrl	47359	5mC	37061	37903	41081	42128
Lambda_ctrl	47367	5mC	38045	38897	42539	43532
Lambda_ctrl	47377	5mC	37993	38941	42511	43621
Lambda_ctrl	47387	5mC	38165	38955	42715	43641
Lambda_ctrl	47392	5mC	37837	38951	42410	43641
Lambda_ctrl	47394	5mC	38071	38966	42671	43660
Lambda_ctrl	47398	5mC	37863	38980	42473	43670
Lambda_ctrl	47404	5mC	37837	38978	42497	43672
Lambda_ctrl	47409	5mC	37848	38979	42441	43676
Lambda_ctrl	47411	5mC	37937	38987	42535	43677
Lambda_ctrl	47413	5mC	37867	38996	42437	43687
Lambda_ctrl	47419	5mC	37829	38987	42449	43676
Lambda_ctrl	47428	5mC	37916	39008	42477	43690
Lambda_ctrl	47440	5mC	37920	39005	42494	43704
Lambda_ctrl	47443	5mC	37933	39008	42517	43705
Lambda_ctrl	47444	5mC	37686	39005	42269	43698
Lambda_ctrl	47449	5mC	38036	38999	42593	43697
Lambda_ctrl	47450	5mC	38055	39013	42649	43699
Lambda_ctrl	47461	5mC	38043	39000	42641	43686
Lambda_ctrl	47462	5mC	37505	38986	42024	43690
Lambda_ctrl	47465	5mC	37774	39011	42333	43693
Lambda_ctrl	47466	5mC	37863	39000	42406	43685
Lambda_ctrl	47475	5mC	37893	38992	42434	43684
Lambda_ctrl	47481	5mC	37606	38997	42117	43675
Lambda_ctrl	47483	5mC	37743	38976	42320	43665
Lambda_ctrl	47492	5mC	38112	38984	42704	43661
Lambda_ctrl	47498	5mC	37954	38983	42528	43659
Lambda_ctrl	47507	5mC	37915	38969	42501	43638
Lambda_ctrl	47512	5mC	38047	38952	42675	43619
Lambda_ctrl	47516	5mC	37940	38934	42422	43602
Lambda_ctrl	47521	5mC	37739	38880	42297	43565
Lambda_ctrl	47525	5mC	37842	38761	42373	43472
Lambda_ctrl	47526	5mC	37766	38724	42357	43443
Lambda_ctrl	47528	5mC	37523	38571	42051	43261
Lambda_ctrl	47529	5mC	37314	38335	41847	43031
