chromosome	position	control_type	bs_c	bs_total	oxbs_c	oxbs_total
Lambda_ctrl	22924	C	3	317	0	305
Lambda_ctrl	22928	C	2	317	0	305
Lambda_ctrl	22933	C	3	317	0	305
Lambda_ctrl	22938	C	1	317	0	305
Lambda_ctrl	22939	C	5	317	0	305
Lambda_ctrl	22944	C	2	317	1	305
Lambda_ctrl	22946	C	2	317	0	305
Lambda_ctrl	22953	C	2	317	1	305
Lambda_ctrl	22954	C	3	317	2	305
Lambda_ctrl	22963	C	3	316	1	305
Lambda_ctrl	22964	C	2	317	0	305
Lambda_ctrl	22970	C	5	315	1	304
Lambda_ctrl	22985	C	4	317	0	306
Lambda_ctrl	22987	C	3	317	0	306
Lambda_ctrl	22991	C	2	317	1	306
Lambda_ctrl	22994	C	2	317	0	306
Lambda_ctrl	22997	C	1	317	0	306
Lambda_ctrl	23002	C	3	316	0	305
Lambda_ctrl	23004	C	2	316	0	305
Lambda_ctrl	23005	C	2	316	0	305
Lambda_ctrl	23021	C	2	315	1	304
Lambda_ctrl	23024	C	2	315	2	304
Lambda_ctrl	23030	C	3	314	0	303
Lambda_ctrl	23033	C	3	314	0	303
Lambda_ctrl	23054	C	4	314	0	303
Lambda_ctrl	23075	C	3	307	0	288
Lambda_ctrl	23789	5hmC	2105	2216	32	197
Lambda_ctrl	23794	5hmC	2175	2283	44	239
Lambda_ctrl	23798	5hmC	2148	2302	40	244
Lambda_ctrl	23817	5hmC	2163	2308	43	247
Lambda_ctrl	23823	5hmC	2177	2311	46	247
Lambda_ctrl	23827	5hmC	2168	2311	42	247
Lambda_ctrl	23837	5hmC	2178	2311	46	247
Lambda_ctrl	23843	5hmC	2180	2311	49	249
Lambda_ctrl	23855	5hmC	2193	2311	46	249
Lambda_ctrl	23860	5hmC	2180	2311	47	249
Lambda_ctrl	23863	5hmC	2182	2312	44	249
Lambda_ctrl	23871	5hmC	2177	2311	49	249
Lambda_ctrl	23877	5hmC	2165	2312	46	249
Lambda_ctrl	23885	5hmC	2117	2312	41	249
Lambda_ctrl	23893	5hmC	2155	2312	46	240
Lambda_ctrl	23896	5hmC	2127	2311	47	248
Lambda_ctrl	23900	5hmC	1929	2311	39	247
Lambda_ctrl	23901	5hmC	2008	2310	43	246
Lambda_ctrl	23902	5hmC	2089	2311	45	247
Lambda_ctrl	23916	5hmC	2204	2311	50	243
Lambda_ctrl	23923	5hmC	2226	2309	42	243
Lambda_ctrl	23925	5hmC	2210	2307	44	243
Lambda_ctrl	23927	5hmC	2175	2302	38	243
Lambda_ctrl	23928	5hmC	2218	2306	44	243
Lambda_ctrl	23943	5hmC	2165	2296	47	232
Lambda_ctrl	23947	5hmC	2122	2277	44	229
Lambda_ctrl	23954	5hmC	2038	2223	40	171
Lambda_ctrl	47359	5mC	2168	2209	2564	2618
Lambda_ctrl	47367	5mC	2214	2258	2616	2679
Lambda_ctrl	47377	5mC	2212	2259	2622	2681
Lambda_ctrl	47387	5mC	2209	2260	2628	2681
Lambda_ctrl	47392	5mC	2216	2260	2632	2682
Lambda_ctrl	47394	5mC	2210	2261	2636	2683
Lambda_ctrl	47398	5mC	2209	2262	2601	2683
Lambda_ctrl	47404	5mC	2200	2263	2627	2682
Lambda_ctrl	47409	5mC	2200	2261	2613	2683
Lambda_ctrl	47411	5mC	2208	2263	2626	2684
Lambda_ctrl	47413	5mC	2211	2263	2627	2685
Lambda_ctrl	47419	5mC	2197	2263	2617	2685
Lambda_ctrl	47428	5mC	2203	2262	2611	2683
Lambda_ctrl	47440	5mC	2221	2263	2614	2682
Lambda_ctrl	47443	5mC	2195	2263	2620	2684
Lambda_ctrl	47444	5mC	2204	2264	2629	2684
Lambda_ctrl	47449	5mC	2223	2262	2626	2684
Lambda_ctrl	47450	5mC	2221	2264	2634	2684
Lambda_ctrl	47461	5mC	2227	2263	2640	2686
Lambda_ctrl	47462	5mC	2214	2263	2626	2686
Lambda_ctrl	47465	5mC	2208	2262	2606	2686
Lambda_ctrl	47466	5mC	2222	2263	2623	2686
Lambda_ctrl	47475	5mC	2217	2263	2627	2685
Lambda_ctrl	47481	5mC	2209	2262	2617	2685
Lambda_ctrl	47483	5mC	2215	2263	2616	2685
Lambda_ctrl	47492	5mC	2221	2263	2621	2686
Lambda_ctrl	47498	5mC	2211	2262	2610	2683
Lambda_ctrl	47507	5mC	2202	2258	2607	2678
Lambda_ctrl	47512	5mC	2205	2251	2610	2672
Lambda_ctrl	47516	5mC	2195	2259	2616	2676
Lambda_ctrl	47521	5mC	2177	2248	2584	2671
Lambda_ctrl	47525	5mC	2182	2238	2585	2653
Lambda_ctrl	47526	5mC	2205	2254	2591	2664
Lambda_ctrl	47528	5mC	2202	2248	2599	2659
Lambda_ctrl	47529	5mC	2176	2249	2594	2659
