chromosome	position	control_type	bs_c	bs_total	oxbs_c	oxbs_total
Lambda_ctrl	22924	C	4	299	1	290
Lambda_ctrl	22928	C	3	296	1	291
Lambda_ctrl	22933	C	3	299	1	292
Lambda_ctrl	22938	C	4	299	0	292
Lambda_ctrl	22939	C	5	299	1	292
Lambda_ctrl	22944	C	3	299	1	292
Lambda_ctrl	22946	C	3	299	1	292
Lambda_ctrl	22953	C	3	299	0	292
Lambda_ctrl	22954	C	6	298	1	292
Lambda_ctrl	22963	C	3	299	1	292
Lambda_ctrl	22964	C	1	299	1	292
Lambda_ctrl	22970	C	5	299	0	292
Lambda_ctrl	22985	C	4	300	2	292
Lambda_ctrl	22987	C	3	300	1	292
Lambda_ctrl	22991	C	4	300	0	292
Lambda_ctrl	22994	C	5	300	2	292
Lambda_ctrl	22997	C	3	299	1	292
Lambda_ctrl	23002	C	3	299	2	292
Lambda_ctrl	23004	C	4	299	2	292
Lambda_ctrl	23005	C	5	298	1	292
Lambda_ctrl	23021	C	3	298	1	292
Lambda_ctrl	23024	C	4	298	2	292
Lambda_ctrl	23030	C	5	298	1	292
Lambda_ctrl	23033	C	3	298	0	292
Lambda_ctrl	23054	C	4	298	1	292
Lambda_ctrl	23075	C	5	287	0	285
Lambda_ctrl	23789	5hmC	2674	2807	21	165
Lambda_ctrl	23794	5hmC	2759	2885	25	210
Lambda_ctrl	23798	5hmC	2757	2923	26	215
Lambda_ctrl	23817	5hmC	2739	2930	37	216
Lambda_ctrl	23823	5hmC	2750	2933	32	216
Lambda_ctrl	23827	5hmC	2747	2934	27	216
Lambda_ctrl	23837	5hmC	2784	2935	28	216
Lambda_ctrl	23843	5hmC	2786	2935	35	216
Lambda_ctrl	23855	5hmC	2761	2937	33	216
Lambda_ctrl	23860	5hmC	2758	2938	34	216
Lambda_ctrl	23863	5hmC	2774	2935	28	216
Lambda_ctrl	23871	5hmC	2756	2937	32	216
Lambda_ctrl	23877	5hmC	2742	2938	26	216
Lambda_ctrl	23885	5hmC	2715	2939	31	216
Lambda_ctrl	23893	5hmC	2740	2937	30	205
Lambda_ctrl	23896	5hmC	2721	2939	28	216
Lambda_ctrl	23900	5hmC	2406	2938	32	216
Lambda_ctrl	23901	5hmC	2580	2937	29	216
Lambda_ctrl	23902	5hmC	2648	2936	37	216
Lambda_ctrl	23916	5hmC	2762	2938	37	206
Lambda_ctrl	23923	5hmC	2839	2936	29	207
Lambda_ctrl	23925	5hmC	2804	2932	30	207
Lambda_ctrl	23927	5hmC	2763	2934	30	207
Lambda_ctrl	23928	5hmC	2795	2937	25	207
Lambda_ctrl	23943	5hmC	2752	2922	29	207
Lambda_ctrl	23947	5hmC	2694	2904	28	202
Lambda_ctrl	23954	5hmC	2598	2832	31	153
Lambda_ctrl	47359	5mC	2388	2453	2876	2947
Lambda_ctrl	47367	5mC	2460	2509	2936	3014
Lambda_ctrl	47377	5mC	2470	2516	2944	3015
Lambda_ctrl	47387	5mC	2462	2516	2953	3016
Lambda_ctrl	47392	5mC	2457	2516	2948	3015
Lambda_ctrl	47394	5mC	2467	2517	2943	3015
Lambda_ctrl	47398	5mC	2443	2518	2939	3015
Lambda_ctrl	47404	5mC	2462	2518	2949	3015
Lambda_ctrl	47409	5mC	2451	2518	2934	3016
Lambda_ctrl	47411	5mC	2460	2517	2952	3015
Lambda_ctrl	47413	5mC	2458	2518	2942	3014
Lambda_ctrl	47419	5mC	2470	2519	2935	3016
Lambda_ctrl	47428	5mC	2448	2520	2948	3016
Lambda_ctrl	47440	5mC	2481	2522	2954	3016
Lambda_ctrl	47443	5mC	2455	2522	2948	3017
Lambda_ctrl	47444	5mC	2441	2521	2952	3017
Lambda_ctrl	47449	5mC	2466	2521	2958	3016
Lambda_ctrl	47450	5mC	2463	2521	2969	3016
Lambda_ctrl	47461	5mC	2470	2523	2955	3016
Lambda_ctrl	47462	5mC	2462	2522	2947	3016
Lambda_ctrl	47465	5mC	2446	2521	2939	3015
Lambda_ctrl	47466	5mC	2455	2522	2951	3013
Lambda_ctrl	47475	5mC	2455	2520	2942	3015
Lambda_ctrl	47481	5mC	2457	2521	2926	3013
Lambda_ctrl	47483	5mC	2449	2521	2937	3015
Lambda_ctrl	47492	5mC	2452	2519	2952	3015
Lambda_ctrl	47498	5mC	2443	2518	2945	3014
Lambda_ctrl	47507	5mC	2446	2513	2931	3009
Lambda_ctrl	47512	5mC	2439	2500	2921	3000
Lambda_ctrl	47516	5mC	2465	2515	2934	3007
Lambda_ctrl	47521	5mC	2432	2498	2918	2997
Lambda_ctrl	47525	5mC	2444	2495	2918	2969
Lambda_ctrl	47526	5mC	2426	2498	2915	2988
Lambda_ctrl	47528	5mC	2439	2495	2896	2980
Lambda_ctrl	47529	5mC	2420	2494	2892	2981
