chromosome	position	control_type	bs_c	bs_total	oxbs_c	oxbs_total
Lambda_ctrl	22924	C	31	1365	19	5474
Lambda_ctrl	22928	C	31	1365	27	5451
Lambda_ctrl	22933	C	31	1368	26	5481
Lambda_ctrl	22938	C	33	1367	19	5479
Lambda_ctrl	22939	C	29	1368	10	5483
Lambda_ctrl	22944	C	29	1368	18	5482
Lambda_ctrl	22946	C	28	1369	13	5483
Lambda_ctrl	22953	C	33	1372	14	5482
Lambda_ctrl	22954	C	28	1372	10	5482
Lambda_ctrl	22963	C	37	1372	42	5479
Lambda_ctrl	22964	C	29	1374	12	5486
Lambda_ctrl	22970	C	31	1373	37	5467
Lambda_ctrl	22985	C	33	1393	45	5496
Lambda_ctrl	22987	C	33	1396	21	5503
Lambda_ctrl	22991	C	26	1394	19	5497
Lambda_ctrl	22994	C	28	1394	29	5500
Lambda_ctrl	22997	C	31	1386	38	5479
Lambda_ctrl	23002	C	29	1387	27	5484
Lambda_ctrl	23004	C	29	1382	36	5483
Lambda_ctrl	23005	C	30	1386	11	5480
Lambda_ctrl	23021	C	36	1381	57	5472
Lambda_ctrl	23024	C	28	1380	34	5471
Lambda_ctrl	23030	C	36	1379	18	5462
Lambda_ctrl	23033	C	25	1378	24	5458
Lambda_ctrl	23054	C	25	1367	13	5443
Lambda_ctrl	23075	C	24	1290	8	5276
Lambda_ctrl	23789	5hmC	17127	17930	313	2400
Lambda_ctrl	23794	5hmC	18031	18940	371	2864
Lambda_ctrl	23798	5hmC	18010	19234	389	2916
Lambda_ctrl	23817	5hmC	18164	19347	397	2946
Lambda_ctrl	23823	5hmC	18203	19356	425	2946
Lambda_ctrl	23827	5hmC	18110	19367	403	2947
Lambda_ctrl	23837	5hmC	18157	19387	424	2950
Lambda_ctrl	23843	5hmC	18260	19404	401	2952
Lambda_ctrl	23855	5hmC	18185	19419	411	2953
Lambda_ctrl	23860	5hmC	18184	19423	422	2953
Lambda_ctrl	23863	5hmC	18301	19433	425	2950
Lambda_ctrl	23871	5hmC	18158	19426	418	2950
Lambda_ctrl	23877	5hmC	18183	19426	414	2953
Lambda_ctrl	23885	5hmC	17833	19417	364	2950
Lambda_ctrl	23893	5hmC	17961	19348	418	2877
Lambda_ctrl	23896	5hmC	17964	19418	376	2948
Lambda_ctrl	23900	5hmC	16015	19418	347	2946
Lambda_ctrl	23901	5hmC	16713	19413	386	2937
Lambda_ctrl	23902	5hmC	17324	19422	418	2944
Lambda_ctrl	23916	5hmC	18150	19403	394	2911
Lambda_ctrl	23923	5hmC	18700	19393	356	2908
Lambda_ctrl	23925	5hmC	18566	19389	372	2911
Lambda_ctrl	23927	5hmC	18190	19386	383	2911
Lambda_ctrl	23928	5hmC	18624	19390	388	2910
Lambda_ctrl	23943	5hmC	18289	19357	427	2894
Lambda_ctrl	23947	5hmC	18066	19305	404	2875
Lambda_ctrl	23954	5hmC	16958	18432	327	2501
Lambda_ctrl	47359	5mC	40600	41632	40521	41553
Lambda_ctrl	47367	5mC	41875	42916	41744	42806
Lambda_ctrl	47377	5mC	41785	42960	41736	42860
Lambda_ctrl	47387	5mC	42045	42984	41973	42876
Lambda_ctrl	47392	5mC	41729	42993	41641	42873
Lambda_ctrl	47394	5mC	42009	43007	41878	42904
Lambda_ctrl	47398	5mC	41696	43014	41713	42914
Lambda_ctrl	47404	5mC	41817	43024	41675	42920
Lambda_ctrl	47409	5mC	41700	43031	41641	42910
Lambda_ctrl	47411	5mC	41846	43026	41760	42915
Lambda_ctrl	47413	5mC	41777	43043	41667	42930
Lambda_ctrl	47419	5mC	41720	43046	41591	42915
Lambda_ctrl	47428	5mC	41798	43057	41734	42944
Lambda_ctrl	47440	5mC	41870	43056	41744	42947
Lambda_ctrl	47443	5mC	41747	43062	41689	42951
Lambda_ctrl	47444	5mC	41569	43067	41579	42951
Lambda_ctrl	47449	5mC	41891	43057	41835	42944
Lambda_ctrl	47450	5mC	41927	43067	41876	42957
Lambda_ctrl	47461	5mC	41942	43055	41903	42942
Lambda_ctrl	47462	5mC	41360	43046	41294	42925
Lambda_ctrl	47465	5mC	41648	43060	41596	42940
Lambda_ctrl	47466	5mC	41718	43047	41600	42924
Lambda_ctrl	47475	5mC	41769	43048	41622	42917
Lambda_ctrl	47481	5mC	41432	43028	41308	42901
Lambda_ctrl	47483	5mC	41585	43032	41498	42890
Lambda_ctrl	47492	5mC	41938	43024	41843	42901
Lambda_ctrl	47498	5mC	41844	43030	41735	42900
Lambda_ctrl	47507	5mC	41836	43013	41783	42885
Lambda_ctrl	47512	5mC	41903	42993	41891	42872
Lambda_ctrl	47516	5mC	41701	42977	41777	42859
Lambda_ctrl	47521	5mC	41583	42932	41541	42809
Lambda_ctrl	47525	5mC	41680	42845	41636	42716
Lambda_ctrl	47526	5mC	41611	42797	41592	42677
Lambda_ctrl	47528	5mC	41382	42613	41365	42456
Lambda_ctrl	47529	5mC	40988	42373	40999	42150
