chromosome	position	control_type	bs_c	bs_total	oxbs_c	oxbs_total
Lambda_ctrl	22924	C	1	325	0	315
Lambda_ctrl	22928	C	0	325	0	314
Lambda_ctrl	22933	C	2	325	0	316
Lambda_ctrl	22938	C	1	326	0	317
Lambda_ctrl	22939	C	0	326	1	317
Lambda_ctrl	22944	C	0	326	0	317
Lambda_ctrl	22946	C	0	326	0	317
Lambda_ctrl	22953	C	0	326	1	317
Lambda_ctrl	22954	C	0	326	0	317
Lambda_ctrl	22963	C	0	326	1	317
Lambda_ctrl	22964	C	0	326	1	317
Lambda_ctrl	22970	C	1	324	2	316
Lambda_ctrl	22985	C	0	328	2	318
Lambda_ctrl	22987	C	0	328	2	318
Lambda_ctrl	22991	C	0	328	0	318
Lambda_ctrl	22994	C	1	328	0	318
Lambda_ctrl	22997	C	0	328	2	317
Lambda_ctrl	23002	C	1	328	1	317
Lambda_ctrl	23004	C	2	327	1	317
Lambda_ctrl	23005	C	0	328	0	317
Lambda_ctrl	23021	C	0	328	4	317
Lambda_ctrl	23024	C	1	328	0	317
Lambda_ctrl	23030	C	4	328	0	317
Lambda_ctrl	23033	C	2	328	1	317
Lambda_ctrl	23054	C	1	327	0	317
Lambda_ctrl	23075	C	0	315	1	308
Lambda_ctrl	23789	5hmC	2308	2418	27	244
Lambda_ctrl	23794	5hmC	2392	2502	21	285
Lambda_ctrl	23798	5hmC	2361	2527	35	294
Lambda_ctrl	23817	5hmC	2379	2532	24	297
Lambda_ctrl	23823	5hmC	2371	2533	28	297
Lambda_ctrl	23827	5hmC	2354	2533	25	297
Lambda_ctrl	23837	5hmC	2402	2534	27	298
Lambda_ctrl	23843	5hmC	2417	2535	22	298
Lambda_ctrl	23855	5hmC	2358	2535	32	299
Lambda_ctrl	23860	5hmC	2392	2538	33	299
Lambda_ctrl	23863	5hmC	2386	2538	32	299
Lambda_ctrl	23871	5hmC	2404	2536	28	299
Lambda_ctrl	23877	5hmC	2377	2537	39	298
Lambda_ctrl	23885	5hmC	2377	2538	22	297
Lambda_ctrl	23893	5hmC	2378	2537	25	291
Lambda_ctrl	23896	5hmC	2347	2537	27	297
Lambda_ctrl	23900	5hmC	2118	2538	29	297
Lambda_ctrl	23901	5hmC	2220	2536	30	297
Lambda_ctrl	23902	5hmC	2282	2538	34	297
Lambda_ctrl	23916	5hmC	2398	2533	38	292
Lambda_ctrl	23923	5hmC	2403	2531	27	291
Lambda_ctrl	23925	5hmC	2406	2529	24	290
Lambda_ctrl	23927	5hmC	2376	2529	31	291
Lambda_ctrl	23928	5hmC	2442	2532	28	290
Lambda_ctrl	23943	5hmC	2360	2516	38	287
Lambda_ctrl	23947	5hmC	2345	2503	28	284
Lambda_ctrl	23954	5hmC	2256	2448	19	233
Lambda_ctrl	47359	5mC	1779	1828	1754	1783
Lambda_ctrl	47367	5mC	1833	1875	1768	1812
Lambda_ctrl	47377	5mC	1836	1877	1774	1813
Lambda_ctrl	47387	5mC	1846	1877	1774	1813
Lambda_ctrl	47392	5mC	1839	1878	1774	1812
Lambda_ctrl	47394	5mC	1828	1877	1770	1813
Lambda_ctrl	47398	5mC	1839	1878	1769	1813
Lambda_ctrl	47404	5mC	1830	1878	1773	1813
Lambda_ctrl	47409	5mC	1825	1878	1771	1814
Lambda_ctrl	47411	5mC	1835	1878	1776	1814
Lambda_ctrl	47413	5mC	1830	1878	1774	1814
Lambda_ctrl	47419	5mC	1834	1879	1765	1814
Lambda_ctrl	47428	5mC	1834	1879	1758	1815
Lambda_ctrl	47440	5mC	1853	1880	1780	1815
Lambda_ctrl	47443	5mC	1835	1880	1778	1816
Lambda_ctrl	47444	5mC	1822	1880	1770	1816
Lambda_ctrl	47449	5mC	1841	1880	1779	1816
Lambda_ctrl	47450	5mC	1848	1880	1779	1816
Lambda_ctrl	47461	5mC	1845	1880	1775	1816
Lambda_ctrl	47462	5mC	1835	1880	1767	1816
Lambda_ctrl	47465	5mC	1833	1880	1766	1816
Lambda_ctrl	47466	5mC	1830	1880	1768	1816
Lambda_ctrl	47475	5mC	1839	1879	1781	1816
Lambda_ctrl	47481	5mC	1819	1878	1762	1816
Lambda_ctrl	47483	5mC	1833	1877	1778	1816
Lambda_ctrl	47492	5mC	1838	1879	1768	1812
Lambda_ctrl	47498	5mC	1820	1879	1769	1813
Lambda_ctrl	47507	5mC	1828	1873	1761	1811
Lambda_ctrl	47512	5mC	1807	1866	1763	1800
Lambda_ctrl	47516	5mC	1833	1878	1768	1811
Lambda_ctrl	47521	5mC	1819	1867	1743	1797
Lambda_ctrl	47525	5mC	1812	1851	1757	1796
Lambda_ctrl	47526	5mC	1823	1866	1762	1808
Lambda_ctrl	47528	5mC	1810	1855	1743	1798
Lambda_ctrl	47529	5mC	1809	1860	1752	1801
