chromosome	position	control_type	bs_c	bs_total	oxbs_c	oxbs_total
Lambda_ctrl	22924	C	7	417	0	362
Lambda_ctrl	22928	C	8	414	0	362
Lambda_ctrl	22933	C	9	417	0	362
Lambda_ctrl	22938	C	9	417	0	362
Lambda_ctrl	22939	C	8	417	1	362
Lambda_ctrl	22944	C	8	416	0	363
Lambda_ctrl	22946	C	8	417	2	363
Lambda_ctrl	22953	C	11	417	0	363
Lambda_ctrl	22954	C	11	417	2	363
Lambda_ctrl	22963	C	8	418	1	363
Lambda_ctrl	22964	C	8	418	1	363
Lambda_ctrl	22970	C	7	419	2	363
Lambda_ctrl	22985	C	8	420	0	361
Lambda_ctrl	22987	C	9	421	1	362
Lambda_ctrl	22991	C	8	421	1	362
Lambda_ctrl	22994	C	8	420	3	360
Lambda_ctrl	22997	C	9	419	2	359
Lambda_ctrl	23002	C	8	419	0	358
Lambda_ctrl	23004	C	9	418	0	358
Lambda_ctrl	23005	C	11	418	0	358
Lambda_ctrl	23021	C	8	416	1	358
Lambda_ctrl	23024	C	9	416	3	358
Lambda_ctrl	23030	C	9	416	2	358
Lambda_ctrl	23033	C	9	416	0	358
Lambda_ctrl	23054	C	8	416	0	356
Lambda_ctrl	23075	C	8	405	0	336
Lambda_ctrl	23789	5hmC	3552	3725	72	585
Lambda_ctrl	23794	5hmC	3688	3858	83	636
Lambda_ctrl	23798	5hmC	3657	3909	95	640
Lambda_ctrl	23817	5hmC	3666	3926	86	645
Lambda_ctrl	23823	5hmC	3685	3927	82	645
Lambda_ctrl	23827	5hmC	3688	3928	87	645
Lambda_ctrl	23837	5hmC	3680	3928	96	645
Lambda_ctrl	23843	5hmC	3716	3930	90	644
Lambda_ctrl	23855	5hmC	3673	3927	89	644
Lambda_ctrl	23860	5hmC	3698	3930	90	643
Lambda_ctrl	23863	5hmC	3663	3932	95	644
Lambda_ctrl	23871	5hmC	3707	3929	88	644
Lambda_ctrl	23877	5hmC	3691	3926	92	644
Lambda_ctrl	23885	5hmC	3623	3925	84	644
Lambda_ctrl	23893	5hmC	3683	3922	84	632
Lambda_ctrl	23896	5hmC	3642	3925	82	643
Lambda_ctrl	23900	5hmC	3260	3924	80	643
Lambda_ctrl	23901	5hmC	3415	3925	85	640
Lambda_ctrl	23902	5hmC	3541	3924	90	642
Lambda_ctrl	23916	5hmC	3715	3918	86	626
Lambda_ctrl	23923	5hmC	3756	3914	89	625
Lambda_ctrl	23925	5hmC	3761	3907	70	625
Lambda_ctrl	23927	5hmC	3657	3910	81	625
Lambda_ctrl	23928	5hmC	3760	3910	83	625
Lambda_ctrl	23943	5hmC	3684	3899	94	622
Lambda_ctrl	23947	5hmC	3668	3894	85	621
Lambda_ctrl	23954	5hmC	3490	3777	82	546
Lambda_ctrl	47359	5mC	4114	4214	5750	5868
Lambda_ctrl	47367	5mC	4244	4339	5852	5983
Lambda_ctrl	47377	5mC	4250	4345	5856	5987
Lambda_ctrl	47387	5mC	4271	4347	5870	5990
Lambda_ctrl	47392	5mC	4251	4350	5840	5991
Lambda_ctrl	47394	5mC	4257	4350	5871	5993
Lambda_ctrl	47398	5mC	4236	4349	5853	5996
Lambda_ctrl	47404	5mC	4239	4350	5854	5996
Lambda_ctrl	47409	5mC	4248	4349	5837	5996
Lambda_ctrl	47411	5mC	4250	4347	5867	5997
Lambda_ctrl	47413	5mC	4235	4348	5846	5997
Lambda_ctrl	47419	5mC	4237	4348	5852	5995
Lambda_ctrl	47428	5mC	4254	4350	5848	5997
Lambda_ctrl	47440	5mC	4266	4349	5880	5995
Lambda_ctrl	47443	5mC	4255	4349	5830	5994
Lambda_ctrl	47444	5mC	4246	4348	5837	5993
Lambda_ctrl	47449	5mC	4253	4346	5891	5995
Lambda_ctrl	47450	5mC	4266	4346	5894	5997
Lambda_ctrl	47461	5mC	4254	4347	5859	5995
Lambda_ctrl	47462	5mC	4232	4348	5839	5997
Lambda_ctrl	47465	5mC	4256	4347	5859	5995
Lambda_ctrl	47466	5mC	4254	4347	5868	5996
Lambda_ctrl	47475	5mC	4228	4347	5866	5995
Lambda_ctrl	47481	5mC	4243	4343	5816	5990
Lambda_ctrl	47483	5mC	4251	4344	5852	5992
Lambda_ctrl	47492	5mC	4247	4344	5865	5990
Lambda_ctrl	47498	5mC	4237	4342	5836	5987
Lambda_ctrl	47507	5mC	4226	4340	5849	5985
Lambda_ctrl	47512	5mC	4241	4339	5865	5984
Lambda_ctrl	47516	5mC	4217	4332	5819	5978
Lambda_ctrl	47521	5mC	4223	4338	5807	5982
Lambda_ctrl	47525	5mC	4228	4327	5809	5975
Lambda_ctrl	47526	5mC	4213	4327	5817	5970
Lambda_ctrl	47528	5mC	4202	4312	5813	5959
Lambda_ctrl	47529	5mC	4183	4304	5777	5949
