chromosome	position	control_type	bs_c	bs_total	oxbs_c	oxbs_total
Lambda_ctrl	22924	C	7	360	0	435
Lambda_ctrl	22928	C	6	356	1	428
Lambda_ctrl	22933	C	5	361	1	437
Lambda_ctrl	22938	C	6	361	3	438
Lambda_ctrl	22939	C	4	360	0	438
Lambda_ctrl	22944	C	7	362	3	438
Lambda_ctrl	22946	C	5	362	0	438
Lambda_ctrl	22953	C	5	362	0	438
Lambda_ctrl	22954	C	5	362	1	438
Lambda_ctrl	22963	C	5	362	1	438
Lambda_ctrl	22964	C	5	362	2	438
Lambda_ctrl	22970	C	5	361	1	437
Lambda_ctrl	22985	C	6	364	3	440
Lambda_ctrl	22987	C	6	361	2	440
Lambda_ctrl	22991	C	7	363	1	439
Lambda_ctrl	22994	C	6	364	0	440
Lambda_ctrl	22997	C	6	364	2	439
Lambda_ctrl	23002	C	5	363	1	439
Lambda_ctrl	23004	C	6	362	2	438
Lambda_ctrl	23005	C	5	362	3	438
Lambda_ctrl	23021	C	5	359	0	435
Lambda_ctrl	23024	C	5	359	2	435
Lambda_ctrl	23030	C	5	359	1	434
Lambda_ctrl	23033	C	6	358	0	433
Lambda_ctrl	23054	C	5	359	1	434
Lambda_ctrl	23075	C	4	344	0	411
Lambda_ctrl	23789	5hmC	5016	5257	51	771
Lambda_ctrl	23794	5hmC	5175	5464	54	799
Lambda_ctrl	23798	5hmC	5158	5515	65	804
Lambda_ctrl	23817	5hmC	5186	5536	82	808
Lambda_ctrl	23823	5hmC	5216	5542	79	810
Lambda_ctrl	23827	5hmC	5186	5544	72	810
Lambda_ctrl	23837	5hmC	5189	5545	77	811
Lambda_ctrl	23843	5hmC	5202	5548	75	811
Lambda_ctrl	23855	5hmC	5204	5549	84	810
Lambda_ctrl	23860	5hmC	5248	5552	86	811
Lambda_ctrl	23863	5hmC	5258	5551	81	810
Lambda_ctrl	23871	5hmC	5189	5551	83	811
Lambda_ctrl	23877	5hmC	5209	5551	61	810
Lambda_ctrl	23885	5hmC	5081	5550	55	809
Lambda_ctrl	23893	5hmC	5218	5541	65	788
Lambda_ctrl	23896	5hmC	5106	5545	68	808
Lambda_ctrl	23900	5hmC	4603	5544	58	806
Lambda_ctrl	23901	5hmC	4795	5544	62	802
Lambda_ctrl	23902	5hmC	4962	5545	76	805
Lambda_ctrl	23916	5hmC	5272	5541	93	784
Lambda_ctrl	23923	5hmC	5332	5534	58	783
Lambda_ctrl	23925	5hmC	5266	5535	46	782
Lambda_ctrl	23927	5hmC	5191	5537	73	783
Lambda_ctrl	23928	5hmC	5336	5537	65	782
Lambda_ctrl	23943	5hmC	5202	5518	67	779
Lambda_ctrl	23947	5hmC	5124	5500	56	777
Lambda_ctrl	23954	5hmC	4926	5370	64	754
Lambda_ctrl	47359	5mC	4939	5086	5092	5180
Lambda_ctrl	47367	5mC	5067	5200	5163	5289
Lambda_ctrl	47377	5mC	5076	5209	5169	5292
Lambda_ctrl	47387	5mC	5092	5212	5160	5295
Lambda_ctrl	47392	5mC	5079	5212	5163	5299
Lambda_ctrl	47394	5mC	5097	5212	5154	5298
Lambda_ctrl	47398	5mC	5067	5218	5148	5300
Lambda_ctrl	47404	5mC	5075	5219	5184	5302
Lambda_ctrl	47409	5mC	5069	5217	5164	5303
Lambda_ctrl	47411	5mC	5086	5218	5181	5306
Lambda_ctrl	47413	5mC	5078	5221	5150	5305
Lambda_ctrl	47419	5mC	5084	5220	5156	5307
Lambda_ctrl	47428	5mC	5088	5222	5153	5306
Lambda_ctrl	47440	5mC	5121	5223	5197	5308
Lambda_ctrl	47443	5mC	5080	5221	5170	5309
Lambda_ctrl	47444	5mC	5080	5222	5134	5307
Lambda_ctrl	47449	5mC	5120	5218	5209	5303
Lambda_ctrl	47450	5mC	5124	5221	5194	5306
Lambda_ctrl	47461	5mC	5104	5219	5197	5304
Lambda_ctrl	47462	5mC	5069	5217	5181	5303
Lambda_ctrl	47465	5mC	5054	5218	5168	5304
Lambda_ctrl	47466	5mC	5085	5218	5184	5306
Lambda_ctrl	47475	5mC	5081	5217	5160	5306
Lambda_ctrl	47481	5mC	5063	5216	5168	5306
Lambda_ctrl	47483	5mC	5086	5216	5170	5305
Lambda_ctrl	47492	5mC	5081	5214	5188	5303
Lambda_ctrl	47498	5mC	5083	5212	5165	5302
Lambda_ctrl	47507	5mC	5050	5208	5160	5301
Lambda_ctrl	47512	5mC	5090	5204	5175	5295
Lambda_ctrl	47516	5mC	5054	5200	5140	5276
Lambda_ctrl	47521	5mC	5016	5195	5146	5294
Lambda_ctrl	47525	5mC	5029	5186	5153	5287
Lambda_ctrl	47526	5mC	5055	5185	5154	5285
Lambda_ctrl	47528	5mC	4987	5157	5136	5275
Lambda_ctrl	47529	5mC	5006	5148	5100	5258
